respondent;variant_status;mainline;variant;original_developers;common_active_maintainers;motivation;motivation_detail
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;others;nan
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;technical;customization
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;governance;nan
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;technical;customization
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;governance;nan
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;legal;nan
R1_42;Attached;joshmarshall/jsonrpclib;tcalmant/jsonrpclib;none;no;others;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;legal;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;others;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;governance;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;legal;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;governance;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;others;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;others;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;governance;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;technical;maintenance
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;governance;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;legal;nan
R1_43;Attached;publiux/laravelcdn;juhasev/laravelCdn;one;no;others;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;legal;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;others;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;governance;responsiveness
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;legal;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;governance;responsiveness
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;others;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;others;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;governance;responsiveness
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;technical;new features
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;governance;responsiveness
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;legal;nan
R1_44;Attached;RDFLib/rdflib;tgbugs/rdflib;none;no;others;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;legal;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;others;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;governance;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;legal;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;governance;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;others;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;others;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;governance;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;technical;different goals
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;governance;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;legal;nan
R1_45;Attached;facebook/react-native;react-native-macos;none;yes;others;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;legal;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;others;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;governance;responsiveness
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;legal;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;governance;responsiveness
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;others;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;others;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;governance;responsiveness
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;technical;new features
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;governance;responsiveness
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;legal;nan
R1_46;Attached;wgltony/react-native-braintree-dropin-ui;BradyShober/react-native-braintree-dropin-ui;none;no;others;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;legal;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;others;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;governance;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;legal;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;governance;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;others;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;others;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;governance;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;technical;technology
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;governance;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;legal;nan
R1_47;Attached;jstasiak/python-zeroconf;aiozeroconf;none;no;others;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;legal;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;others;supporting upstream
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;governance;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;legal;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;governance;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;others;supporting upstream
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;others;supporting upstream
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;governance;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;technical;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;governance;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;legal;nan
R1_48;Attached;dlang/druntime;ldc-developers/druntime;2 -- 5;yes;others;supporting upstream
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;legal;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;others;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;governance;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;legal;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;governance;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;others;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;others;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;governance;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;technical;new features
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;governance;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;legal;nan
R1_49;Attached;jeroenzwart/laravel-csv-seeder;bfinlay/laravel-excel-seeder;none;no;others;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;legal;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;others;supporting personal projects
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;governance;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;legal;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;governance;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;others;supporting personal projects
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;others;supporting personal projects
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;governance;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;technical;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;governance;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;legal;nan
R1_50;Attached;dogenzaka/go-iap;evalphobia/go-iap;none;no;others;supporting personal projects
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;legal;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;others;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;governance;feature acceptance
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;legal;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;governance;feature acceptance
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;others;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;others;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;governance;feature acceptance
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;technical;new features
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;governance;feature acceptance
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;legal;nan
R1_51;Attached;Azure/autorest.csharp;Azure/autorest.csharp;6 -- 10;no;others;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;legal;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;others;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;governance;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;legal;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;governance;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;others;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;others;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;governance;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;technical;maintenance
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;governance;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;legal;nan
R1_52;Attached;ezsystems/ezpublish-legacy;Philipp Kamps;none;yes;others;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;legal;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;others;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;governance;feature acceptance
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;legal;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;governance;feature acceptance
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;others;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;others;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;governance;feature acceptance
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;technical;new features
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;governance;feature acceptance
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;legal;nan
R1_53;Attached;chasegiunta/craft-vue-tailwind;madebykind/craft-vue-tailwind-nanobox;none;no;others;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;legal;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;others;supporting personal projects
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;governance;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;legal;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;governance;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;others;supporting personal projects
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;others;supporting personal projects
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;governance;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;technical;technology
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;governance;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;legal;nan
R1_54;Attached;pinterest/PINCache;wireapp/PINCache;none;no;others;supporting personal projects
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;legal;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;others;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;governance;responsiveness
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;legal;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;governance;responsiveness
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;others;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;others;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;governance;responsiveness
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;technical;maintenance
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;governance;responsiveness
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;legal;nan
R1_55;Attached;silascutler/LnkParse;Matmaus/LnkParse3;none;no;others;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;legal;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;others;supporting personal projects
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;governance;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;legal;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;governance;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;others;supporting personal projects
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;others;supporting personal projects
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;governance;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;technical;maintenance
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;governance;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;legal;nan
R1_56;Attached;PetterKraabol/Twitch-Chat-Downloader;TheDrHax/Twitch-Chat-Downloader;none;no;others;supporting personal projects
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;legal;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;others;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;governance;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;legal;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;governance;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;others;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;others;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;governance;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;technical;feature frozen
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;governance;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;legal;nan
R1_57;Attached;kyuupichan/electrumx;spesmilo/electrumx;2 -- 5;no;others;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;legal;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;others;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;governance;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;legal;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;governance;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;others;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;others;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;governance;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;technical;stripped version
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;governance;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;legal;nan
R1_58;Attached;glyptodon/guacamole-client;padarom/guacamole-common-js;none;no;others;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;legal;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;others;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;governance;responsiveness
R1_59;Attached;swig/swig;swig-fortran;none;no;legal;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;governance;responsiveness
R1_59;Attached;swig/swig;swig-fortran;none;no;others;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;others;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;governance;responsiveness
R1_59;Attached;swig/swig;swig-fortran;none;no;technical;maintenance
R1_59;Attached;swig/swig;swig-fortran;none;no;governance;responsiveness
R1_59;Attached;swig/swig;swig-fortran;none;no;legal;nan
R1_59;Attached;swig/swig;swig-fortran;none;no;others;nan
R1_60;Attached;curl/curl;Unity-Technologies/curl;none;no;technical;nan
R1_60;Attached;curl/curl;Unity-Technologies/curl;none;no;legal;nan
R1_60;Attached;curl/curl;Unity-Technologies/curl;none;no;others;supporting personal projects
R1_60;Attached;curl/curl;Unity-Technologies/curl;none;no;technical;nan
R1_60;Attached;curl/curl;Unity-Technologies/curl;none;no;governance;nan
